Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2015,31/01/2015,Saturday,01/02/2020,All,All,All,$,257000000,257000000
Exports,2015,01/02/2015,Sunday,02/02/2020,All,All,All,$,123000000,380000000
Exports,2015,02/02/2015,Monday,03/02/2020,All,All,All,$,176000000,556000000
Exports,2015,03/02/2015,Tuesday,04/02/2020,All,All,All,$,115000000,671000000
Exports,2015,04/02/2015,Wednesday,05/02/2020,All,All,All,$,74000000,746000000
Exports,2015,05/02/2015,Thursday,06/02/2020,All,All,All,$,119000000,864000000
Exports,2015,06/02/2015,Friday,07/02/2020,All,All,All,$,127000000,992000000
Exports,2015,07/02/2015,Saturday,08/02/2020,All,All,All,$,206000000,1198000000
Exports,2015,08/02/2015,Sunday,09/02/2020,All,All,All,$,114000000,1312000000
Exports,2015,09/02/2015,Monday,10/02/2020,All,All,All,$,202000000,1513000000
Exports,2015,10/02/2015,Tuesday,11/02/2020,All,All,All,$,88000000,1601000000
Exports,2015,11/02/2015,Wednesday,12/02/2020,All,All,All,$,67000000,1669000000
Exports,2015,12/02/2015,Thursday,13/02/2020,All,All,All,$,132000000,1801000000
Exports,2015,13/02/2015,Friday,14/02/2020,All,All,All,$,143000000,1944000000
Exports,2015,14/02/2015,Saturday,15/02/2020,All,All,All,$,146000000,2090000000
Exports,2015,15/02/2015,Sunday,16/02/2020,All,All,All,$,111000000,2201000000
Exports,2015,16/02/2015,Monday,17/02/2020,All,All,All,$,226000000,2427000000
Exports,2015,17/02/2015,Tuesday,18/02/2020,All,All,All,$,171000000,2599000000
Exports,2015,18/02/2015,Wednesday,19/02/2020,All,All,All,$,120000000,2718000000
Exports,2015,19/02/2015,Thursday,20/02/2020,All,All,All,$,157000000,2875000000
Exports,2015,20/02/2015,Friday,21/02/2020,All,All,All,$,157000000,3032000000
Exports,2015,21/02/2015,Saturday,22/02/2020,All,All,All,$,184000000,3216000000
Exports,2015,22/02/2015,Sunday,23/02/2020,All,All,All,$,135000000,3352000000
Exports,2015,23/02/2015,Monday,24/02/2020,All,All,All,$,185000000,3536000000
Exports,2015,24/02/2015,Tuesday,25/02/2020,All,All,All,$,94000000,3630000000
Exports,2015,25/02/2015,Wednesday,26/02/2020,All,All,All,$,113000000,3743000000
Exports,2015,26/02/2015,Thursday,27/02/2020,All,All,All,$,130000000,3873000000
Exports,2015,27/02/2015,Friday,28/02/2020,All,All,All,$,127000000,4000000000
Exports,2015,28/02/2015,Saturday,29/02/2020,All,All,All,$,145000000,4145000000
Exports,2015,01/03/2015,Sunday,01/03/2020,All,All,All,$,386000000,4531000000
Exports,2015,02/03/2015,Monday,02/03/2020,All,All,All,$,219000000,4750000000
Exports,2015,03/03/2015,Tuesday,03/03/2020,All,All,All,$,163000000,4913000000
Exports,2015,04/03/2015,Wednesday,04/03/2020,All,All,All,$,125000000,5039000000
Exports,2015,05/03/2015,Thursday,05/03/2020,All,All,All,$,158000000,5197000000
Exports,2015,06/03/2015,Friday,06/03/2020,All,All,All,$,153000000,5350000000
Exports,2015,07/03/2015,Saturday,07/03/2020,All,All,All,$,174000000,5525000000
Exports,2015,08/03/2015,Sunday,08/03/2020,All,All,All,$,112000000,5637000000
Exports,2015,09/03/2015,Monday,09/03/2020,All,All,All,$,209000000,5846000000
Exports,2015,10/03/2015,Tuesday,10/03/2020,All,All,All,$,118000000,5964000000
Exports,2015,11/03/2015,Wednesday,11/03/2020,All,All,All,$,85000000,6049000000
Exports,2015,12/03/2015,Thursday,12/03/2020,All,All,All,$,160000000,6209000000
Exports,2015,13/03/2015,Friday,13/03/2020,All,All,All,$,130000000,6339000000
Exports,2015,14/03/2015,Saturday,14/03/2020,All,All,All,$,100000000,6439000000
Exports,2015,15/03/2015,Sunday,15/03/2020,All,All,All,$,133000000,6573000000
Exports,2015,16/03/2015,Monday,16/03/2020,All,All,All,$,213000000,6786000000
Exports,2015,17/03/2015,Tuesday,17/03/2020,All,All,All,$,109000000,6895000000
Exports,2015,18/03/2015,Wednesday,18/03/2020,All,All,All,$,116000000,7011000000
Exports,2015,19/03/2015,Thursday,19/03/2020,All,All,All,$,164000000,7175000000
Exports,2015,20/03/2015,Friday,20/03/2020,All,All,All,$,131000000,7306000000
Exports,2015,21/03/2015,Saturday,21/03/2020,All,All,All,$,197000000,7503000000
Exports,2015,22/03/2015,Sunday,22/03/2020,All,All,All,$,146000000,7649000000
Exports,2015,23/03/2015,Monday,23/03/2020,All,All,All,$,175000000,7824000000
Exports,2015,24/03/2015,Tuesday,24/03/2020,All,All,All,$,130000000,7954000000
Exports,2015,25/03/2015,Wednesday,25/03/2020,All,All,All,$,74000000,8028000000
Exports,2015,26/03/2015,Thursday,26/03/2020,All,All,All,$,219000000,8247000000
Exports,2015,27/03/2015,Friday,27/03/2020,All,All,All,$,117000000,8364000000
Exports,2015,28/03/2015,Saturday,28/03/2020,All,All,All,$,165000000,8529000000
Exports,2015,29/03/2015,Sunday,29/03/2020,All,All,All,$,140000000,8669000000
Exports,2015,30/03/2015,Monday,30/03/2020,All,All,All,$,220000000,8888000000
Exports,2015,31/03/2015,Tuesday,31/03/2020,All,All,All,$,161000000,9049000000
Exports,2016,30/01/2016,Saturday,01/02/2020,All,All,All,$,264000000,264000000
Exports,2016,31/01/2016,Sunday,02/02/2020,All,All,All,$,216000000,480000000
Exports,2016,01/02/2016,Monday,03/02/2020,All,All,All,$,218000000,698000000
Exports,2016,02/02/2016,Tuesday,04/02/2020,All,All,All,$,91000000,789000000
Exports,2016,03/02/2016,Wednesday,05/02/2020,All,All,All,$,94000000,883000000
Exports,2016,04/02/2016,Thursday,06/02/2020,All,All,All,$,112000000,996000000
Exports,2016,05/02/2016,Friday,07/02/2020,All,All,All,$,162000000,1157000000
Exports,2016,06/02/2016,Saturday,08/02/2020,All,All,All,$,114000000,1271000000
Exports,2016,07/02/2016,Sunday,09/02/2020,All,All,All,$,118000000,1389000000
Exports,2016,08/02/2016,Monday,10/02/2020,All,All,All,$,188000000,1577000000
Exports,2016,09/02/2016,Tuesday,11/02/2020,All,All,All,$,90000000,1668000000
Exports,2016,10/02/2016,Wednesday,12/02/2020,All,All,All,$,38000000,1706000000
Exports,2016,11/02/2016,Thursday,13/02/2020,All,All,All,$,124000000,1830000000
Exports,2016,12/02/2016,Friday,14/02/2020,All,All,All,$,171000000,2001000000
Exports,2016,13/02/2016,Saturday,15/02/2020,All,All,All,$,201000000,2202000000
Exports,2016,14/02/2016,Sunday,16/02/2020,All,All,All,$,144000000,2346000000
Exports,2016,15/02/2016,Monday,17/02/2020,All,All,All,$,213000000,2559000000
Exports,2016,16/02/2016,Tuesday,18/02/2020,All,All,All,$,73000000,2632000000
Exports,2016,17/02/2016,Wednesday,19/02/2020,All,All,All,$,75000000,2707000000
Exports,2016,18/02/2016,Thursday,20/02/2020,All,All,All,$,164000000,2871000000
Exports,2016,19/02/2016,Friday,21/02/2020,All,All,All,$,122000000,2993000000
Exports,2016,20/02/2016,Saturday,22/02/2020,All,All,All,$,367000000,3359000000
Exports,2016,21/02/2016,Sunday,23/02/2020,All,All,All,$,171000000,3531000000
Exports,2016,22/02/2016,Monday,24/02/2020,All,All,All,$,143000000,3674000000
Exports,2016,23/02/2016,Tuesday,25/02/2020,All,All,All,$,102000000,3776000000
Exports,2016,24/02/2016,Wednesday,26/02/2020,All,All,All,$,61000000,3836000000
Exports,2016,25/02/2016,Thursday,27/02/2020,All,All,All,$,122000000,3959000000
Exports,2016,26/02/2016,Friday,28/02/2020,All,All,All,$,163000000,4121000000
Exports,2016,27/02/2016,Saturday,29/02/2020,All,All,All,$,175000000,4296000000
Exports,2016,28/02/2016,Sunday,01/03/2020,All,All,All,$,184000000,4480000000
Exports,2016,29/02/2016,Monday,02/03/2020,All,All,All,$,237000000,4717000000
Exports,2016,01/03/2016,Tuesday,03/03/2020,All,All,All,$,118000000,4836000000
Exports,2016,02/03/2016,Wednesday,04/03/2020,All,All,All,$,89000000,4925000000
Exports,2016,03/03/2016,Thursday,05/03/2020,All,All,All,$,145000000,5070000000
Exports,2016,04/03/2016,Friday,06/03/2020,All,All,All,$,168000000,5237000000
Exports,2016,05/03/2016,Saturday,07/03/2020,All,All,All,$,109000000,5346000000
Exports,2016,06/03/2016,Sunday,08/03/2020,All,All,All,$,142000000,5487000000
Exports,2016,07/03/2016,Monday,09/03/2020,All,All,All,$,163000000,5650000000
Exports,2016,08/03/2016,Tuesday,10/03/2020,All,All,All,$,103000000,5753000000
Exports,2016,09/03/2016,Wednesday,11/03/2020,All,All,All,$,57000000,5810000000
Exports,2016,10/03/2016,Thursday,12/03/2020,All,All,All,$,163000000,5973000000
Exports,2016,11/03/2016,Friday,13/03/2020,All,All,All,$,122000000,6095000000
Exports,2016,12/03/2016,Saturday,14/03/2020,All,All,All,$,193000000,6288000000
Exports,2016,13/03/2016,Sunday,15/03/2020,All,All,All,$,186000000,6474000000
Exports,2016,14/03/2016,Monday,16/03/2020,All,All,All,$,160000000,6634000000
Exports,2016,15/03/2016,Tuesday,17/03/2020,All,All,All,$,107000000,6741000000
Exports,2016,16/03/2016,Wednesday,18/03/2020,All,All,All,$,81000000,6822000000
Exports,2016,17/03/2016,Thursday,19/03/2020,All,All,All,$,145000000,6966000000
Exports,2016,18/03/2016,Friday,20/03/2020,All,All,All,$,189000000,7155000000
Exports,2016,19/03/2016,Saturday,21/03/2020,All,All,All,$,98000000,7253000000
Exports,2016,20/03/2016,Sunday,22/03/2020,All,All,All,$,125000000,7378000000
Exports,2016,21/03/2016,Monday,23/03/2020,All,All,All,$,139000000,7517000000
Exports,2016,22/03/2016,Tuesday,24/03/2020,All,All,All,$,84000000,7601000000
Exports,2016,23/03/2016,Wednesday,25/03/2020,All,All,All,$,50000000,7651000000
Exports,2016,24/03/2016,Thursday,26/03/2020,All,All,All,$,204000000,7856000000
Exports,2016,25/03/2016,Friday,27/03/2020,All,All,All,$,135000000,7991000000
Exports,2016,26/03/2016,Saturday,28/03/2020,All,All,All,$,188000000,8179000000
Exports,2016,27/03/2016,Sunday,29/03/2020,All,All,All,$,149000000,8328000000
Exports,2016,28/03/2016,Monday,30/03/2020,All,All,All,$,157000000,8485000000
Exports,2016,29/03/2016,Tuesday,31/03/2020,All,All,All,$,101000000,8587000000
Exports,2017,04/02/2017,Saturday,01/02/2020,All,All,All,$,167000000,167000000
Exports,2017,05/02/2017,Sunday,02/02/2020,All,All,All,$,147000000,314000000
Exports,2017,06/02/2017,Monday,03/02/2020,All,All,All,$,202000000,516000000
Exports,2017,07/02/2017,Tuesday,04/02/2020,All,All,All,$,74000000,590000000
Exports,2017,08/02/2017,Wednesday,05/02/2020,All,All,All,$,147000000,737000000
Exports,2017,09/02/2017,Thursday,06/02/2020,All,All,All,$,112000000,849000000
Exports,2017,10/02/2017,Friday,07/02/2020,All,All,All,$,108000000,957000000
Exports,2017,11/02/2017,Saturday,08/02/2020,All,All,All,$,148000000,1105000000
Exports,2017,12/02/2017,Sunday,09/02/2020,All,All,All,$,166000000,1271000000
Exports,2017,13/02/2017,Monday,10/02/2020,All,All,All,$,188000000,1459000000
Exports,2017,14/02/2017,Tuesday,11/02/2020,All,All,All,$,62000000,1521000000
Exports,2017,15/02/2017,Wednesday,12/02/2020,All,All,All,$,149000000,1670000000
Exports,2017,16/02/2017,Thursday,13/02/2020,All,All,All,$,137000000,1807000000
Exports,2017,17/02/2017,Friday,14/02/2020,All,All,All,$,150000000,1957000000
Exports,2017,18/02/2017,Saturday,15/02/2020,All,All,All,$,129000000,2086000000
Exports,2017,19/02/2017,Sunday,16/02/2020,All,All,All,$,173000000,2259000000
Exports,2017,20/02/2017,Monday,17/02/2020,All,All,All,$,251000000,2510000000
Exports,2017,21/02/2017,Tuesday,18/02/2020,All,All,All,$,85000000,2595000000
Exports,2017,22/02/2017,Wednesday,19/02/2020,All,All,All,$,128000000,2724000000
Exports,2017,23/02/2017,Thursday,20/02/2020,All,All,All,$,109000000,2832000000
Exports,2017,24/02/2017,Friday,21/02/2020,All,All,All,$,129000000,2962000000
Exports,2017,25/02/2017,Saturday,22/02/2020,All,All,All,$,140000000,3102000000
Exports,2017,26/02/2017,Sunday,23/02/2020,All,All,All,$,166000000,3268000000
Exports,2017,27/02/2017,Monday,24/02/2020,All,All,All,$,229000000,3497000000
Exports,2017,28/02/2017,Tuesday,25/02/2020,All,All,All,$,140000000,3637000000
Exports,2017,01/03/2017,Wednesday,26/02/2020,All,All,All,$,127000000,3765000000
Exports,2017,02/03/2017,Thursday,27/02/2020,All,All,All,$,128000000,3892000000
Exports,2017,03/03/2017,Friday,28/02/2020,All,All,All,$,158000000,4051000000
Exports,2017,04/03/2017,Saturday,29/02/2020,All,All,All,$,125000000,4176000000
Exports,2017,05/03/2017,Sunday,01/03/2020,All,All,All,$,169000000,4345000000
Exports,2017,06/03/2017,Monday,02/03/2020,All,All,All,$,222000000,4567000000
Exports,2017,07/03/2017,Tuesday,03/03/2020,All,All,All,$,67000000,4634000000
Exports,2017,08/03/2017,Wednesday,04/03/2020,All,All,All,$,124000000,4758000000
Exports,2017,09/03/2017,Thursday,05/03/2020,All,All,All,$,100000000,4858000000
Exports,2017,10/03/2017,Friday,06/03/2020,All,All,All,$,137000000,4995000000
Exports,2017,11/03/2017,Saturday,07/03/2020,All,All,All,$,136000000,5131000000
Exports,2017,12/03/2017,Sunday,08/03/2020,All,All,All,$,162000000,5293000000
Exports,2017,13/03/2017,Monday,09/03/2020,All,All,All,$,209000000,5502000000
Exports,2017,14/03/2017,Tuesday,10/03/2020,All,All,All,$,90000000,5592000000
Exports,2017,15/03/2017,Wednesday,11/03/2020,All,All,All,$,241000000,5833000000
Exports,2017,16/03/2017,Thursday,12/03/2020,All,All,All,$,135000000,5968000000
Exports,2017,17/03/2017,Friday,13/03/2020,All,All,All,$,136000000,6104000000
Exports,2017,18/03/2017,Saturday,14/03/2020,All,All,All,$,131000000,6236000000
Exports,2017,19/03/2017,Sunday,15/03/2020,All,All,All,$,148000000,6383000000
Exports,2017,20/03/2017,Monday,16/03/2020,All,All,All,$,185000000,6568000000
Exports,2017,21/03/2017,Tuesday,17/03/2020,All,All,All,$,82000000,6650000000
Exports,2017,22/03/2017,Wednesday,18/03/2020,All,All,All,$,105000000,6755000000
Exports,2017,23/03/2017,Thursday,19/03/2020,All,All,All,$,107000000,6863000000
Exports,2017,24/03/2017,Friday,20/03/2020,All,All,All,$,164000000,7027000000
Exports,2017,25/03/2017,Saturday,21/03/2020,All,All,All,$,168000000,7195000000
Exports,2017,26/03/2017,Sunday,22/03/2020,All,All,All,$,206000000,7401000000
Exports,2017,27/03/2017,Monday,23/03/2020,All,All,All,$,250000000,7651000000
Exports,2017,28/03/2017,Tuesday,24/03/2020,All,All,All,$,115000000,7767000000
Exports,2017,29/03/2017,Wednesday,25/03/2020,All,All,All,$,132000000,7899000000
Exports,2017,30/03/2017,Thursday,26/03/2020,All,All,All,$,153000000,8052000000
Exports,2017,31/03/2017,Friday,27/03/2020,All,All,All,$,175000000,8227000000
Exports,2017,01/04/2017,Saturday,28/03/2020,All,All,All,$,154000000,8381000000
Exports,2017,02/04/2017,Sunday,29/03/2020,All,All,All,$,170000000,8550000000
Exports,2017,03/04/2017,Monday,30/03/2020,All,All,All,$,225000000,8775000000
Exports,2017,04/04/2017,Tuesday,31/03/2020,All,All,All,$,91000000,8867000000
Exports,2018,03/02/2018,Saturday,01/02/2020,All,All,All,$,146000000,146000000
Exports,2018,04/02/2018,Sunday,02/02/2020,All,All,All,$,177000000,323000000
Exports,2018,05/02/2018,Monday,03/02/2020,All,All,All,$,176000000,499000000
Exports,2018,06/02/2018,Tuesday,04/02/2020,All,All,All,$,116000000,615000000
Exports,2018,07/02/2018,Wednesday,05/02/2020,All,All,All,$,129000000,744000000
Exports,2018,08/02/2018,Thursday,06/02/2020,All,All,All,$,127000000,871000000
Exports,2018,09/02/2018,Friday,07/02/2020,All,All,All,$,163000000,1034000000
Exports,2018,10/02/2018,Saturday,08/02/2020,All,All,All,$,115000000,1149000000
Exports,2018,11/02/2018,Sunday,09/02/2020,All,All,All,$,145000000,1293000000
Exports,2018,12/02/2018,Monday,10/02/2020,All,All,All,$,256000000,1550000000
Exports,2018,13/02/2018,Tuesday,11/02/2020,All,All,All,$,87000000,1637000000
Exports,2018,14/02/2018,Wednesday,12/02/2020,All,All,All,$,91000000,1728000000
Exports,2018,15/02/2018,Thursday,13/02/2020,All,All,All,$,165000000,1892000000
Exports,2018,16/02/2018,Friday,14/02/2020,All,All,All,$,157000000,2050000000
Exports,2018,17/02/2018,Saturday,15/02/2020,All,All,All,$,81000000,2130000000
Exports,2018,18/02/2018,Sunday,16/02/2020,All,All,All,$,199000000,2329000000
Exports,2018,19/02/2018,Monday,17/02/2020,All,All,All,$,277000000,2606000000
Exports,2018,20/02/2018,Tuesday,18/02/2020,All,All,All,$,120000000,2726000000
Exports,2018,21/02/2018,Wednesday,19/02/2020,All,All,All,$,151000000,2877000000
Exports,2018,22/02/2018,Thursday,20/02/2020,All,All,All,$,168000000,3045000000
Exports,2018,23/02/2018,Friday,21/02/2020,All,All,All,$,178000000,3223000000
Exports,2018,24/02/2018,Saturday,22/02/2020,All,All,All,$,157000000,3380000000
Exports,2018,25/02/2018,Sunday,23/02/2020,All,All,All,$,181000000,3561000000
Exports,2018,26/02/2018,Monday,24/02/2020,All,All,All,$,260000000,3822000000
Exports,2018,27/02/2018,Tuesday,25/02/2020,All,All,All,$,96000000,3918000000
Exports,2018,28/02/2018,Wednesday,26/02/2020,All,All,All,$,197000000,4115000000
Exports,2018,01/03/2018,Thursday,27/02/2020,All,All,All,$,130000000,4245000000
Exports,2018,02/03/2018,Friday,28/02/2020,All,All,All,$,135000000,4380000000
Exports,2018,03/03/2018,Saturday,29/02/2020,All,All,All,$,133000000,4513000000
Exports,2018,04/03/2018,Sunday,01/03/2020,All,All,All,$,161000000,4674000000
Exports,2018,05/03/2018,Monday,02/03/2020,All,All,All,$,280000000,4954000000
Exports,2018,06/03/2018,Tuesday,03/03/2020,All,All,All,$,118000000,5072000000
Exports,2018,07/03/2018,Wednesday,04/03/2020,All,All,All,$,123000000,5195000000
Exports,2018,08/03/2018,Thursday,05/03/2020,All,All,All,$,151000000,5346000000
Exports,2018,09/03/2018,Friday,06/03/2020,All,All,All,$,143000000,5490000000
Exports,2018,10/03/2018,Saturday,07/03/2020,All,All,All,$,99000000,5588000000
Exports,2018,11/03/2018,Sunday,08/03/2020,All,All,All,$,239000000,5827000000
Exports,2018,12/03/2018,Monday,09/03/2020,All,All,All,$,272000000,6099000000
Exports,2018,13/03/2018,Tuesday,10/03/2020,All,All,All,$,86000000,6184000000
Exports,2018,14/03/2018,Wednesday,11/03/2020,All,All,All,$,118000000,6302000000
Exports,2018,15/03/2018,Thursday,12/03/2020,All,All,All,$,113000000,6415000000
Exports,2018,16/03/2018,Friday,13/03/2020,All,All,All,$,130000000,6545000000
Exports,2018,17/03/2018,Saturday,14/03/2020,All,All,All,$,126000000,6671000000
Exports,2018,18/03/2018,Sunday,15/03/2020,All,All,All,$,167000000,6838000000
Exports,2018,19/03/2018,Monday,16/03/2020,All,All,All,$,242000000,7079000000
Exports,2018,20/03/2018,Tuesday,17/03/2020,All,All,All,$,63000000,7142000000
Exports,2018,21/03/2018,Wednesday,18/03/2020,All,All,All,$,134000000,7276000000
Exports,2018,22/03/2018,Thursday,19/03/2020,All,All,All,$,146000000,7422000000
Exports,2018,23/03/2018,Friday,20/03/2020,All,All,All,$,146000000,7568000000
Exports,2018,24/03/2018,Saturday,21/03/2020,All,All,All,$,124000000,7693000000
Exports,2018,25/03/2018,Sunday,22/03/2020,All,All,All,$,139000000,7831000000
Exports,2018,26/03/2018,Monday,23/03/2020,All,All,All,$,318000000,8150000000
Exports,2018,27/03/2018,Tuesday,24/03/2020,All,All,All,$,119000000,8269000000
Exports,2018,28/03/2018,Wednesday,25/03/2020,All,All,All,$,158000000,8427000000
Exports,2018,29/03/2018,Thursday,26/03/2020,All,All,All,$,183000000,8610000000
Exports,2018,30/03/2018,Friday,27/03/2020,All,All,All,$,141000000,8751000000
Exports,2018,31/03/2018,Saturday,28/03/2020,All,All,All,$,161000000,8912000000
Exports,2018,01/04/2018,Sunday,29/03/2020,All,All,All,$,174000000,9086000000
Exports,2018,02/04/2018,Monday,30/03/2020,All,All,All,$,214000000,9300000000
Exports,2018,03/04/2018,Tuesday,31/03/2020,All,All,All,$,95000000,9395000000
Exports,2019,02/02/2019,Saturday,01/02/2020,All,All,All,$,126000000,126000000
Exports,2019,03/02/2019,Sunday,02/02/2020,All,All,All,$,117000000,242000000
Exports,2019,04/02/2019,Monday,03/02/2020,All,All,All,$,143000000,385000000
Exports,2019,05/02/2019,Tuesday,04/02/2020,All,All,All,$,255000000,640000000
Exports,2019,06/02/2019,Wednesday,05/02/2020,All,All,All,$,189000000,829000000
Exports,2019,07/02/2019,Thursday,06/02/2020,All,All,All,$,149000000,978000000
Exports,2019,08/02/2019,Friday,07/02/2020,All,All,All,$,166000000,1144000000
Exports,2019,09/02/2019,Saturday,08/02/2020,All,All,All,$,114000000,1258000000
Exports,2019,10/02/2019,Sunday,09/02/2020,All,All,All,$,132000000,1389000000
Exports,2019,11/02/2019,Monday,10/02/2020,All,All,All,$,138000000,1528000000
Exports,2019,12/02/2019,Tuesday,11/02/2020,All,All,All,$,224000000,1752000000
Exports,2019,13/02/2019,Wednesday,12/02/2020,All,All,All,$,171000000,1923000000
Exports,2019,14/02/2019,Thursday,13/02/2020,All,All,All,$,163000000,2086000000
Exports,2019,15/02/2019,Friday,14/02/2020,All,All,All,$,170000000,2256000000
Exports,2019,16/02/2019,Saturday,15/02/2020,All,All,All,$,77000000,2333000000
Exports,2019,17/02/2019,Sunday,16/02/2020,All,All,All,$,172000000,2504000000
Exports,2019,18/02/2019,Monday,17/02/2020,All,All,All,$,114000000,2618000000
Exports,2019,19/02/2019,Tuesday,18/02/2020,All,All,All,$,373000000,2992000000
Exports,2019,20/02/2019,Wednesday,19/02/2020,All,All,All,$,197000000,3189000000
Exports,2019,21/02/2019,Thursday,20/02/2020,All,All,All,$,125000000,3313000000
Exports,2019,22/02/2019,Friday,21/02/2020,All,All,All,$,193000000,3506000000
Exports,2019,23/02/2019,Saturday,22/02/2020,All,All,All,$,111000000,3618000000
Exports,2019,24/02/2019,Sunday,23/02/2020,All,All,All,$,170000000,3788000000
Exports,2019,25/02/2019,Monday,24/02/2020,All,All,All,$,188000000,3975000000
Exports,2019,26/02/2019,Tuesday,25/02/2020,All,All,All,$,194000000,4169000000
Exports,2019,27/02/2019,Wednesday,26/02/2020,All,All,All,$,160000000,4329000000
Exports,2019,28/02/2019,Thursday,27/02/2020,All,All,All,$,208000000,4537000000
Exports,2019,01/03/2019,Friday,28/02/2020,All,All,All,$,138000000,4675000000
Exports,2019,02/03/2019,Saturday,29/02/2020,All,All,All,$,128000000,4803000000
Exports,2019,03/03/2019,Sunday,01/03/2020,All,All,All,$,149000000,4953000000
Exports,2019,04/03/2019,Monday,02/03/2020,All,All,All,$,181000000,5134000000
Exports,2019,05/03/2019,Tuesday,03/03/2020,All,All,All,$,292000000,5425000000
Exports,2019,06/03/2019,Wednesday,04/03/2020,All,All,All,$,151000000,5576000000
Exports,2019,07/03/2019,Thursday,05/03/2020,All,All,All,$,211000000,5787000000
Exports,2019,08/03/2019,Friday,06/03/2020,All,All,All,$,156000000,5943000000
Exports,2019,09/03/2019,Saturday,07/03/2020,All,All,All,$,98000000,6041000000
Exports,2019,10/03/2019,Sunday,08/03/2020,All,All,All,$,148000000,6190000000
Exports,2019,11/03/2019,Monday,09/03/2020,All,All,All,$,205000000,6394000000
Exports,2019,12/03/2019,Tuesday,10/03/2020,All,All,All,$,167000000,6561000000
Exports,2019,13/03/2019,Wednesday,11/03/2020,All,All,All,$,168000000,6729000000
Exports,2019,14/03/2019,Thursday,12/03/2020,All,All,All,$,217000000,6945000000
Exports,2019,15/03/2019,Friday,13/03/2020,All,All,All,$,197000000,7142000000
Exports,2019,16/03/2019,Saturday,14/03/2020,All,All,All,$,95000000,7237000000
Exports,2019,17/03/2019,Sunday,15/03/2020,All,All,All,$,217000000,7454000000
Exports,2019,18/03/2019,Monday,16/03/2020,All,All,All,$,125000000,7579000000
Exports,2019,19/03/2019,Tuesday,17/03/2020,All,All,All,$,217000000,7796000000
Exports,2019,20/03/2019,Wednesday,18/03/2020,All,All,All,$,208000000,8004000000
Exports,2019,21/03/2019,Thursday,19/03/2020,All,All,All,$,184000000,8188000000
Exports,2019,22/03/2019,Friday,20/03/2020,All,All,All,$,203000000,8390000000
Exports,2019,23/03/2019,Saturday,21/03/2020,All,All,All,$,176000000,8566000000
Exports,2019,24/03/2019,Sunday,22/03/2020,All,All,All,$,212000000,8778000000
Exports,2019,25/03/2019,Monday,23/03/2020,All,All,All,$,125000000,8903000000
Exports,2019,26/03/2019,Tuesday,24/03/2020,All,All,All,$,285000000,9188000000
Exports,2019,27/03/2019,Wednesday,25/03/2020,All,All,All,$,243000000,9431000000
Exports,2019,28/03/2019,Thursday,26/03/2020,All,All,All,$,134000000,9565000000
Exports,2019,29/03/2019,Friday,27/03/2020,All,All,All,$,230000000,9795000000
Exports,2019,30/03/2019,Saturday,28/03/2020,All,All,All,$,144000000,9939000000
Exports,2019,31/03/2019,Sunday,29/03/2020,All,All,All,$,197000000,10136000000
Exports,2019,01/04/2019,Monday,30/03/2020,All,All,All,$,129000000,10266000000
Exports,2019,02/04/2019,Tuesday,31/03/2020,All,All,All,$,228000000,10494000000
Exports,2020,01/02/2020,Saturday,01/02/2020,All,All,All,$,112000000,112000000
Exports,2020,02/02/2020,Sunday,02/02/2020,All,All,All,$,166000000,278000000
Exports,2020,03/02/2020,Monday,03/02/2020,All,All,All,$,107000000,386000000
Exports,2020,04/02/2020,Tuesday,04/02/2020,All,All,All,$,175000000,561000000
Exports,2020,05/02/2020,Wednesday,05/02/2020,All,All,All,$,150000000,711000000
Exports,2020,06/02/2020,Thursday,06/02/2020,All,All,All,$,173000000,884000000
Exports,2020,07/02/2020,Friday,07/02/2020,All,All,All,$,159000000,1043000000
Exports,2020,08/02/2020,Saturday,08/02/2020,All,All,All,$,76000000,1119000000
Exports,2020,09/02/2020,Sunday,09/02/2020,All,All,All,$,60000000,1180000000
Exports,2020,10/02/2020,Monday,10/02/2020,All,All,All,$,120000000,1300000000
Exports,2020,11/02/2020,Tuesday,11/02/2020,All,All,All,$,155000000,1455000000
Exports,2020,12/02/2020,Wednesday,12/02/2020,All,All,All,$,155000000,1610000000
Exports,2020,13/02/2020,Thursday,13/02/2020,All,All,All,$,169000000,1779000000
Exports,2020,14/02/2020,Friday,14/02/2020,All,All,All,$,157000000,1936000000
Exports,2020,15/02/2020,Saturday,15/02/2020,All,All,All,$,136000000,2072000000
Exports,2020,16/02/2020,Sunday,16/02/2020,All,All,All,$,153000000,2225000000
Exports,2020,17/02/2020,Monday,17/02/2020,All,All,All,$,258000000,2484000000
Exports,2020,18/02/2020,Tuesday,18/02/2020,All,All,All,$,214000000,2698000000
Exports,2020,19/02/2020,Wednesday,19/02/2020,All,All,All,$,241000000,2939000000
Exports,2020,20/02/2020,Thursday,20/02/2020,All,All,All,$,127000000,3067000000
Exports,2020,21/02/2020,Friday,21/02/2020,All,All,All,$,274000000,3341000000
Exports,2020,22/02/2020,Saturday,22/02/2020,All,All,All,$,90000000,3431000000
Exports,2020,23/02/2020,Sunday,23/02/2020,All,All,All,$,261000000,3692000000
Exports,2020,24/02/2020,Monday,24/02/2020,All,All,All,$,228000000,3919000000
Exports,2020,25/02/2020,Tuesday,25/02/2020,All,All,All,$,158000000,4077000000
